track_name,artist(s)_name,artist_count,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,season,num_followers
Down Under (feat. Colin Hay),"Luude, Colin Hay",2,3541,2,252871192.0,57,13,50.0,1,7.0,172,11.0,1,31,4,86,1,0,28,17,Fall,12484102.0
Mujeriego,Ryan Castro,1,1492,0,231996128.0,44,63,91.0,0,24.0,80,9.0,0,76,92,62,6,0,8,13,Winter,1978363.0
HUMBLE.,Kendrick Lamar,1,33206,1,1929770265.0,284,114,,0,5.0,150,1.0,1,91,42,60,0,0,9,12,Spring,25955855.0
Stan,"Eminem, Dido",2,17115,0,918915401.0,83,63,,0,0.0,80,6.0,1,78,53,74,4,0,45,21,Fall,12484102.0
Contection,"GODZZ__-, Zakaria",2,6955,0,1180896317.0,65,45,398.0,0,1.0,166,10.0,1,81,83,75,14,0,29,34,Winter,12484102.0
Swim,Chase Atlantic,1,2742,0,498960285.0,5,1,62.0,0,0.0,120,8.0,0,67,8,54,27,0,8,4,Fall,5969327.0
A Tu Merced,Bad Bunny,1,4214,11,685071800.0,21,20,40.0,0,0.0,92,-1.0,0,86,89,79,17,0,11,6,Winter,76681922.0
Numb Little Bug,Em Beihold,1,2026,0,258714692.0,47,3,42.0,12,6.0,85,8.0,1,74,61,52,30,0,26,9,Winter,390842.0
212,"Mainstreet, Chefin",2,352,0,143139338.0,10,0,39.0,0,0.0,154,2.0,1,79,86,52,66,0,9,7,Winter,12484102.0
Problemï¿½,"Alvaro Diaz, Rauw Alejandro",2,1517,0,209768491.0,42,7,15.0,0,4.0,92,2.0,1,73,37,74,28,0,14,6,Fall,12484102.0
Bussin,"Nicki Minaj, Lil Baby",2,847,0,64714573.0,25,0,14.0,0,0.0,140,11.0,0,89,75,70,6,0,13,5,Winter,12484102.0
Worst Day,Future,1,910,0,50746620.0,20,3,24.0,0,0.0,89,1.0,0,65,60,60,11,0,10,40,Winter,15285870.0
Malvada,Zï¿½ï¿½ Fe,1,601,0,154119539.0,28,73,64.0,0,0.0,135,5.0,1,89,89,86,16,0,8,5,Winter,12484102.0
Hrs and Hrs,Muni Long,1,1800,0,181328253.0,43,36,46.0,13,4.0,140,8.0,1,51,66,53,60,0,11,18,Fall,295790.0
Alien Blues,Vundabar,1,1930,0,370068639.0,3,0,28.0,0,1.0,82,3.0,0,47,44,76,8,91,9,3,Summer,343231.0
Thinking Out Loud,Ed Sheeran,1,33032,0,2280566092.0,363,129,,0,28.0,79,2.0,0,78,58,45,47,0,18,3,Winter,115407525.0
Still Don't Know My Name,Labrinth,1,6332,0,563902868.0,47,116,266.0,0,0.0,88,5.0,0,31,31,63,47,27,21,12,Fall,3092351.0
Christmas Tree,V,1,509,9,317622165.0,8,106,6.0,0,8.0,139,5.0,0,44,18,38,70,0,12,4,Winter,16194769.0
Mal Feito - Ao Vivo,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Hugo & G",2,971,2,291709698.0,35,104,93.0,1,0.0,124,-1.0,1,73,68,83,55,0,90,7,Winter,12484102.0
When I R.I.P.,Labrinth,1,2578,0,203680270.0,8,67,66.0,0,0.0,80,8.0,1,39,45,55,73,0,9,21,Fall,3092351.0
Do We Have A Problem?,"Nicki Minaj, Lil Baby",2,1064,0,81350745.0,42,1,26.0,0,0.0,120,1.0,1,84,54,51,47,0,12,40,Winter,12484102.0
Forever,Labrinth,1,3618,0,282883169.0,21,86,138.0,0,2.0,80,4.0,1,56,19,46,92,72,11,3,Fall,3092351.0
Gospel (with Eminem),"Eminem, Dr. Dre",2,1040,0,64787943.0,8,0,29.0,0,0.0,117,1.0,0,92,62,86,11,0,24,24,Winter,2363.0
Seï¿½ï¿½o,"Shawn Mendes, Camila Cabello",2,15010,2,2484812918.0,453,50,,1,8.0,117,9.0,1,76,77,52,4,0,8,3,Summer,12484102.0
NEW MAGIC WAND,"Tyler, The Creator",2,4708,0,461437791.0,13,7,55.0,0,1.0,140,5.0,1,62,46,73,10,0,67,11,Spring,13122189.0
Adore You,Harry Styles,1,13454,1,1439191367.0,246,71,519.0,2,5.0,99,8.0,0,68,57,77,2,0,10,5,Winter,30156319.0
La Santa,"Daddy Yankee, Bad Bunny",2,4890,20,759208783.0,52,42,100.0,0,0.0,93,1.0,0,74,59,87,3,0,8,5,Winter,12484102.0
Something In The Way - Remastered 2021,Nirvana,1,9514,0,368646862.0,45,27,,0,43.0,106,8.0,0,44,8,20,74,42,11,3,Fall,18503720.0
Sweetest Pie,"Dua Lipa, Megan Thee Stallion",2,3501,0,299634472.0,69,2,51.0,11,0.0,124,7.0,0,81,68,63,17,0,10,22,Spring,12484102.0
Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",2,6111,4,756907987.0,185,40,492.0,9,35.0,95,8.0,0,76,96,70,18,0,33,4,Spring,12484102.0
Una Noche en Medellï¿½,Cris Mj,1,5415,32,682475162.0,46,16,53.0,1,2.0,96,10.0,1,87,82,53,10,0,5,8,Winter,1568012.0
Envolver,Anitta,1,4673,2,546191065.0,123,113,180.0,1,4.0,92,4.0,1,81,40,73,15,0,9,8,Fall,12996208.0
Starlight,Dave,1,1856,3,229473310.0,29,40,31.0,1,1.0,124,7.0,0,95,36,37,35,0,10,28,Spring,3956506.0
Hati-Hati di Jalan,Tulus,1,200,2,202677468.0,12,4,0.0,0,0.0,72,6.0,0,64,76,44,70,9,12,4,Spring,13715731.0
"I'm Tired - From ""Euphoria"" An Original HBO Series",Labrinth,1,1888,0,121913181.0,26,1,58.0,0,0.0,71,-1.0,1,28,26,20,19,0,30,3,Winter,3092351.0
DANï¿½ï¿½A,"Mc Pedrinho, Pedro Sampaio",2,911,2,208166039.0,45,0,99.0,1,1.0,135,9.0,1,78,55,57,4,0,10,8,Winter,12484102.0
Yo Voy (feat. Daddy Yankee),Zion & Lennox,1,2954,2,527033089.0,18,82,0.0,0,5.0,95,10.0,0,81,56,70,4,0,5,24,Spring,7641193.0
"Residente: Bzrp Music Sessions, Vol. 49","Residente, Bizarrap",2,461,0,94616487.0,7,11,13.0,0,0.0,71,1.0,1,59,70,74,56,0,11,40,Spring,12484102.0
Jordan,Ryan Castro,1,2844,2,394030335.0,29,2,35.0,1,0.0,180,10.0,1,80,71,68,6,0,10,37,Spring,1978363.0
Nail Tech,Jack Harlow,1,2939,0,193443895.0,42,0,24.0,0,0.0,150,4.0,1,65,11,58,0,0,12,9,Winter,3103367.0
Chale,Eden Muï¿½ï¿½,1,695,11,299648208.0,16,41,13.0,1,1.0,189,8.0,0,55,86,44,40,0,7,4,Winter,12484102.0
DARARI,Treasure,1,328,0,182978249.0,10,21,7.0,0,9.0,85,-1.0,0,72,55,64,49,0,7,4,Winter,3117120.0
Ya No Somos Ni Seremos,Christian Nodal,1,866,16,319757142.0,27,84,32.0,7,11.0,140,7.0,0,59,73,45,44,0,34,3,Winter,14064565.0
Thinking with My Dick,"Kevin Gates, Juicy J",2,1550,0,109091573.0,0,0,14.0,0,0.0,81,-1.0,0,77,68,70,6,0,17,20,Summer,12484102.0
Freaky Deaky,"Tyga, Doja Cat",2,1729,0,153240879.0,26,1,19.0,0,0.0,104,2.0,1,80,24,65,2,0,9,4,Winter,12484102.0
this is what falling in love feels like,JVKE,1,2005,0,346127840.0,16,5,43.0,0,7.0,129,11.0,0,42,33,44,62,0,8,6,Fall,3397810.0
La Zona,Bad Bunny,1,1188,0,312622938.0,13,1,15.0,0,1.0,94,1.0,1,76,81,80,20,0,25,4,Winter,76681922.0
Bohemian Rhapsody - Remastered 2011,Queen,1,40112,3,2197010679.0,321,162,,8,17.0,71,-1.0,1,41,23,40,27,0,30,5,Fall,48843957.0
Hope,XXXTENTACION,1,3659,0,1200808494.0,11,10,267.0,0,7.0,146,9.0,1,59,23,46,66,0,15,6,Spring,43540274.0
Levitating,Dua Lipa,1,9833,0,797196073.0,233,82,531.0,1,1.0,103,6.0,1,69,90,88,5,0,29,8,Spring,42138142.0
Wake Me Up - Radio Edit,Avicii,1,50887,34,1970673297.0,315,160,,1,46.0,124,2.0,0,53,66,78,0,0,16,5,Winter,23195431.0
"jealousy, jealousy",Olivia Rodrigo,1,3257,0,665765558.0,10,0,70.0,0,0.0,164,10.0,1,70,71,58,24,0,7,13,Spring,29916000.0
Monï¿½ï¿½y so,YEAT,1,1473,0,263779030.0,2,0,12.0,0,10.0,138,2.0,0,69,35,57,12,0,10,9,Fall,3513575.0
Demasiadas Mujeres,C. Tangana,1,2226,0,339473453.0,36,2,11.0,0,14.0,126,9.0,1,67,37,46,13,0,10,39,Fall,2569029.0
Something Just Like This,"The Chainsmokers, Coldplay",2,23375,21,2204080728.0,336,188,,3,30.0,103,11.0,1,61,47,65,3,0,17,4,Winter,12484102.0
Closer,"The Chainsmokers, Halsey",2,28032,0,2591224264.0,315,159,,0,44.0,95,8.0,0,75,64,52,41,0,11,3,Spring,12484102.0
O.O,NMIXX,1,290,0,135444283.0,9,66,10.0,0,0.0,200,11.0,1,39,28,77,4,0,6,29,Winter,2088126.0
Somebody That I Used To Know,"Gotye, Kimbra",2,42798,0,1457139296.0,217,136,,1,-1.0,129,-1.0,0,86,75,52,54,0,10,4,Winter,12484102.0
Tom's Diner,"AnnenMayKantereit, Giant Rooks",2,2605,0,236872197.0,15,48,50.0,0,3.0,98,6.0,1,68,33,43,38,0,36,14,Summer,12484102.0
First Class,Jack Harlow,1,8737,0,694525298.0,163,32,137.0,15,12.0,107,8.0,0,91,32,56,3,0,11,10,Spring,3103367.0
Plan A,Paulo Londra,1,1105,0,240661097.0,32,0,19.0,0,0.0,174,-1.0,0,58,56,83,5,0,7,4,Spring,22706154.0
Fuera del mercado,Danny Ocean,1,2499,21,421365166.0,68,24,43.0,1,0.0,92,8.0,0,45,27,67,32,0,13,14,Winter,5299847.0
X ï¿½ï¿½LTIMA,"Daddy Yankee, Bad Bunny",2,2697,1,349746291.0,55,3,32.0,0,0.0,90,7.0,0,81,59,83,9,0,11,5,Spring,12484102.0
When You're Gone,Shawn Mendes,1,2092,0,255120451.0,75,11,44.0,0,14.0,147,5.0,0,60,58,69,2,0,58,4,Spring,42737315.0
In My Head,Lil Tjay,1,1185,0,190981339.0,21,0,31.0,0,0.0,143,1.0,0,68,41,55,16,0,10,12,Spring,7445165.0
Wait a Minute!,Willow,1,11985,0,924193303.0,79,80,250.0,3,10.0,101,3.0,1,76,63,71,3,0,10,3,Winter,2354594.0
LOVE DIVE,IVE,1,753,8,305771063.0,28,124,13.0,0,1.0,118,1.0,1,70,54,71,0,0,33,4,Spring,3504733.0
Pantysito,"Feid, Alejo, Robi",3,2995,0,273005485.0,49,17,30.0,0,0.0,98,7.0,1,83,63,74,14,0,16,6,Spring,12484102.0
Chance,Paulo Londra,1,225,0,89566512.0,11,0,7.0,0,0.0,138,1.0,1,72,22,46,24,0,9,6,Spring,22706154.0
Cool for the Summer,Demi Lovato,1,9243,0,677389855.0,155,5,577.0,0,6.0,114,5.0,1,59,30,62,1,0,8,4,Winter,26326985.0
psychofreak (feat. WILLOW),"Camila Cabello, Willow",2,918,0,75476209.0,24,0,52.0,0,0.0,180,7.0,1,63,45,64,34,0,9,8,Spring,12484102.0
Angel Baby,Troye Sivan,1,1959,9,408843328.0,52,25,32.0,0,10.0,145,11.0,0,56,41,57,1,0,13,3,Fall,8022458.0
Vampiro,"Matuï¿½ï¿½, Wiu, ",3,540,4,187772591.0,26,3,39.0,0,0.0,115,8.0,1,78,63,64,1,0,7,4,Winter,12484102.0
Si Quieren Frontear,"De La Ghetto, Duki, Quevedo",3,859,0,178512385.0,14,0,11.0,0,0.0,82,10.0,0,79,48,84,13,0,21,23,Spring,12484102.0
Right On,Lil Baby,1,1116,0,101780047.0,31,9,15.0,0,1.0,166,2.0,0,70,22,61,2,0,10,34,Spring,15851150.0
Me Arrepentï¿½,"Ak4:20, Cris Mj, Pailita",3,273,2,118381354.0,12,2,4.0,0,0.0,92,-1.0,0,86,91,79,29,0,60,16,Spring,12484102.0
That's Hilarious,Charlie Puth,1,686,2,146363130.0,11,6,12.0,0,15.0,108,6.0,0,71,55,44,74,0,11,6,Spring,21754649.0
Soy El Unico,Yahritza Y Su Esencia,1,226,0,126443991.0,5,0,4.0,0,1.0,84,4.0,1,71,63,45,45,0,11,3,Spring,747816.0
RUMBATï¿½,Daddy Yankee,1,1264,0,157990698.0,20,4,52.0,0,1.0,95,3.0,1,69,90,91,6,0,35,4,Spring,33920421.0
sentaDONA (Remix) s2,"Luï¿½ï¿½sa Sonza, MC Frog, Dj Gabriel do Borel, Davi K",4,870,0,176290831.0,32,0,49.0,0,0.0,135,3.0,1,93,77,45,25,0,13,27,Spring,12484102.0
Falling,Harry Styles,1,7556,0,1023187129.0,124,24,254.0,0,8.0,110,4.0,0,57,6,27,84,0,9,3,Winter,30156319.0
Sigue,"Ed Sheeran, J Balvin",2,1370,0,106933107.0,46,8,60.0,0,0.0,88,7.0,0,89,59,64,5,0,19,7,Fall,12484102.0
Fim de Semana no Rio,teto,1,315,2,139193812.0,27,2,31.0,0,0.0,119,1.0,1,87,28,50,12,0,10,10,Spring,3083565.0
MANIAC,Stray Kids,1,651,0,212234990.0,6,188,20.0,0,0.0,120,1.0,0,58,71,80,15,0,7,41,Spring,13381385.0
There's Nothing Holdin' Me Back,Shawn Mendes,1,12382,0,1714490998.0,229,57,,2,71.0,122,2.0,0,86,97,80,36,0,9,6,Fall,42737315.0
IDGAF (with blackbear),"Blackbear, BoyWithUke",2,625,0,197643795.0,10,2,13.0,0,1.0,98,5.0,0,78,83,75,41,0,27,8,Spring,12484102.0
Golden,Harry Styles,1,8429,1,807015863.0,85,24,200.0,0,2.0,140,4.0,1,45,25,84,21,0,13,6,Winter,30156319.0
Get Lucky - Radio Edit,"Pharrell Williams, Nile Rodgers, Daft Punk",3,52898,0,933815613.0,203,1,,0,0.0,116,6.0,1,79,87,81,4,0,10,4,Winter,12484102.0
Ain't Shit,Doja Cat,1,3436,0,499710590.0,32,6,46.0,0,1.0,124,3.0,0,86,62,49,51,0,35,21,Summer,27270163.0
"Nobody Like U - From ""Turning Red""","Jordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and Pixarï¿½ï¿½ï¿½s Turning Red), Topher Ngo, Grayson Vill",6,918,0,120847157.0,34,39,30.0,0,0.0,105,9.0,1,91,73,72,13,0,9,15,Winter,12484102.0
Still Life,BIGBANG,1,181,0,53909146.0,16,14,7.0,0,0.0,118,8.0,0,68,24,58,44,0,6,3,Spring,5136893.0
Photograph,Ed Sheeran,1,18778,3,2236667932.0,228,105,,0,84.0,108,4.0,0,61,20,38,61,0,10,5,Summer,115407525.0
Love Yourself,Justin Bieber,1,22730,5,2123309722.0,289,87,,0,36.0,100,4.0,0,61,53,38,84,0,28,44,Fall,74643773.0
N95,Kendrick Lamar,1,5542,0,301242089.0,52,16,65.0,0,206.0,140,3.0,1,81,39,66,38,0,12,14,Spring,25955855.0
About Damn Time,Lizzo,1,9021,0,723894473.0,242,49,272.0,21,24.0,109,10.0,1,84,72,74,10,0,34,7,Spring,5670495.0
Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",3,4627,0,237351106.0,38,13,32.0,0,0.0,101,1.0,1,78,40,74,36,0,17,27,Spring,12484102.0
Despuï¿½ï¿½s de la P,Bad Bunny,1,2229,0,461558540.0,27,44,24.0,0,5.0,78,5.0,0,56,61,90,36,0,18,31,Spring,76681922.0
Un Ratito,Bad Bunny,1,1112,6,417230415.0,7,30,13.0,1,1.0,93,-1.0,1,79,22,55,31,0,12,5,Spring,76681922.0
United In Grief,Kendrick Lamar,1,2575,0,156898322.0,4,5,12.0,0,51.0,87,8.0,0,52,32,83,24,0,17,43,Spring,25955855.0
Father Time (feat. Sampha),"Kendrick Lamar, Sampha",2,3107,0,127309180.0,4,0,22.0,0,0.0,153,10.0,1,55,50,78,19,0,11,35,Spring,12484102.0
Yo No Soy Celoso,Bad Bunny,1,1179,0,313113297.0,7,21,11.0,0,0.0,142,-1.0,0,87,93,59,28,0,17,5,Spring,76681922.0
Rich Spirit,Kendrick Lamar,1,3486,0,173702135.0,20,10,33.0,0,0.0,96,10.0,1,85,41,43,39,0,12,21,Spring,25955855.0
Cooped Up (with Roddy Ricch),"Post Malone, Roddy Ricch",2,2942,0,271666301.0,42,28,43.0,0,0.0,125,-1.0,0,50,39,78,4,0,11,33,Spring,12484102.0
Me Fui de Vacaciones,Bad Bunny,1,1443,0,305650299.0,9,11,22.0,1,0.0,85,10.0,0,71,43,65,23,0,9,5,Spring,76681922.0
Silent Hill,"Kendrick Lamar, Kodak Black",2,3028,0,123216717.0,22,0,23.0,0,0.0,140,1.0,1,92,78,57,46,0,14,9,Spring,12484102.0
La Corriente,"Tony Dize, Bad Bunny",2,1796,8,479655659.0,8,25,18.0,1,0.0,196,11.0,1,66,58,79,23,0,22,20,Spring,12484102.0
Count Me Out,Kendrick Lamar,1,2729,0,126191104.0,3,7,13.0,0,1.0,134,7.0,0,78,51,43,69,0,14,9,Spring,25955855.0
Andrea,"Buscabulla, Bad Bunny",2,1195,0,344055883.0,8,30,13.0,1,1.0,103,1.0,1,80,45,62,76,0,10,38,Spring,12484102.0
Dos Mil 16,Bad Bunny,1,892,3,338422004.0,10,24,11.0,0,0.0,130,1.0,0,82,50,67,12,0,13,5,Spring,76681922.0
We Cry Together,"Kendrick Lamar, Taylour Paige",2,1635,0,68895644.0,4,1,6.0,0,0.0,108,11.0,0,65,52,69,31,0,8,36,Spring,12484102.0
Savior,"Kendrick Lamar, Sam Dew, Baby Keem",3,2291,0,86176890.0,9,0,8.0,0,0.0,123,8.0,0,61,66,71,53,0,32,46,Spring,12484102.0
Un Coco,Bad Bunny,1,1029,28,403231558.0,5,28,9.0,0,0.0,152,11.0,0,84,74,69,21,0,18,6,Spring,76681922.0
Otro Atardecer,"Bad Bunny, The Marï¿½ï¿½",2,1681,7,319546754.0,10,30,13.0,0,33.0,108,2.0,0,78,55,60,59,0,7,4,Spring,12484102.0
Worldwide Steppers,Kendrick Lamar,1,1480,0,61739839.0,1,0,5.0,0,0.0,72,10.0,1,56,56,47,76,0,8,36,Spring,25955855.0
Aguacero,Bad Bunny,1,829,0,283359161.0,4,15,10.0,0,0.0,121,6.0,1,86,67,65,42,0,35,7,Spring,76681922.0
Purple Hearts,"Kendrick Lamar, Ghostface Killah, Summer Walker",3,2308,0,76831876.0,7,0,7.0,0,0.0,138,3.0,1,57,71,82,19,0,15,29,Spring,12484102.0
Un Verano Sin Ti,Bad Bunny,1,1004,1,283332261.0,8,12,9.0,0,0.0,188,5.0,1,50,41,50,69,0,12,6,Spring,76681922.0
ULTRA SOLO,"Polima WestCoast, Pailita",2,1367,0,307752576.0,48,4,34.0,1,0.0,110,1.0,0,80,26,85,23,0,11,21,Winter,12484102.0
Ensï¿½ï¿½ï¿½ï¿½ame ,Bad Bunny,1,1112,3,279737940.0,7,25,12.0,0,0.0,105,8.0,0,81,77,79,19,0,47,8,Spring,76681922.0
El Apagï¿½,Bad Bunny,1,1209,0,212351890.0,9,7,14.0,0,1.0,118,8.0,0,63,60,70,5,0,9,31,Spring,76681922.0
Callaita,"Bad Bunny, Tainy",2,9539,15,1304313953.0,162,116,355.0,7,0.0,176,2.0,0,61,24,62,60,0,24,31,Spring,12484102.0
Dua Lipa,Jack Harlow,1,1992,0,150500965.0,35,0,3.0,0,0.0,158,11.0,0,83,41,65,0,10,11,8,Spring,3103367.0
Agosto,Bad Bunny,1,897,0,246127838.0,6,20,8.0,0,0.0,115,1.0,1,85,72,58,9,0,49,12,Spring,76681922.0
House Of Memories,Panic! At The Disco,1,2948,0,582863434.0,10,2,150.0,0,0.0,110,11.0,1,51,48,82,0,0,5,3,Winter,12041996.0
Mr. Morale,"Kendrick Lamar, Tanna Leone",2,1860,0,58687425.0,1,0,3.0,0,0.0,174,9.0,0,73,26,54,30,0,34,32,Spring,12484102.0
That That (prod. & feat. SUGA of BTS),"PSY, Suga",2,802,0,212109195.0,16,81,23.0,0,0.0,130,4.0,0,91,91,96,3,0,3,9,Spring,4.0
In The Stars,Benson Boone,1,2224,8,382199619.0,48,40,87.0,1,210.0,78,10.0,0,36,30,54,34,0,14,5,Spring,724423.0
Rich - Interlude,Kendrick Lamar,1,1103,0,41210087.0,0,0,0.0,0,0.0,104,7.0,0,44,74,42,88,0,9,9,Spring,25955855.0
SUPERMODEL,Mï¿½ï¿½ne,1,2265,0,231657891.0,93,12,173.0,11,3.0,121,7.0,0,64,80,88,0,0,12,6,Spring,12484102.0
Stefania (Kalush Orchestra),KALUSH,1,555,0,53729194.0,10,4,4.0,0,0.0,105,2.0,0,83,32,82,14,0,12,4,Spring,930416.0
Thousand Miles,The Kid Laroi,1,2050,0,244741137.0,52,9,46.0,0,1.0,81,7.0,0,38,20,66,9,0,9,8,Spring,4885642.0
Crown,Kendrick Lamar,1,1493,0,42485571.0,2,0,10.0,0,0.0,170,1.0,1,37,14,24,80,0,11,4,Spring,25955855.0
Auntie Diaries,Kendrick Lamar,1,1545,0,37778188.0,1,0,4.0,0,0.0,78,7.0,0,43,60,38,76,1,48,38,Spring,25955855.0
PUFFIN ON ZOOTIEZ,Future,1,2350,0,254218729.0,28,42,23.0,0,0.0,125,8.0,0,88,28,66,6,0,13,31,Spring,15285870.0
Mirror,Kendrick Lamar,1,1929,0,53603447.0,2,0,4.0,0,0.0,92,4.0,1,66,29,65,23,0,8,7,Spring,25955855.0
Beautiful Girl,Luciano,1,710,4,160035717.0,16,11,18.0,0,0.0,140,11.0,1,84,61,42,31,0,9,9,Spring,2007201.0
"Paulo Londra: Bzrp Music Sessions, Vol. 23","Bizarrap, Paulo Londra",2,928,0,164163229.0,19,0,7.0,0,0.0,96,-1.0,0,61,32,90,25,0,10,9,Spring,12484102.0
Savior - Interlude,Kendrick Lamar,1,1194,0,37091576.0,0,0,3.0,0,0.0,118,5.0,1,66,83,43,84,0,19,19,Spring,25955855.0
Pasoori,"Shae Gill, Ali Sethi",2,349,6,284249832.0,10,22,3.0,0,0.0,92,11.0,1,71,67,60,7,0,6,4,Winter,12484102.0
Mother I Sober (feat. Beth Gibbons of Portishead),"Kendrick Lamar, Beth Gibbons",2,1890,0,33381454.0,3,0,2.0,0,0.0,140,8.0,1,49,50,37,87,0,11,35,Spring,12484102.0
TUS Lï¿½ï¿½GR,"Sech, Mora",2,1308,2,184622518.0,23,16,9.0,0,5.0,174,1.0,0,68,45,71,18,0,11,25,Spring,12484102.0
Where Did You Go?,"MNEK, Jax Jones",2,4531,0,300983101.0,135,74,119.0,1,18.0,127,10.0,0,77,53,78,19,0,29,4,Winter,12484102.0
I Tried to Tell Y'all,"Ugly Dray, Tesla Jnr",2,1657,0,121077868.0,15,3,3.0,0,0.0,96,11.0,0,71,37,52,62,0,11,36,Spring,12484102.0
Honest (feat. Don Toliver),"Justin Bieber, Don Toliver",2,1351,0,106919680.0,26,1,17.0,0,0.0,150,8.0,1,82,82,66,13,0,11,6,Spring,12484102.0
ZOOM,Jessi,1,608,0,136996305.0,5,29,14.0,0,0.0,100,6.0,0,87,46,60,1,0,13,16,Spring,725030.0
SloMo,Chanel,1,1211,0,65719930.0,31,0,19.0,0,2.0,105,1.0,1,73,59,81,13,0,9,6,Winter,97988.0
FEARLESS,LE SSERAFIM,1,629,0,229497852.0,18,75,9.0,0,0.0,104,7.0,0,86,43,62,5,0,13,14,Spring,3491168.0
10 Things I Hate About You,Leah Kate,1,1301,0,185550869.0,23,1,15.0,0,0.0,154,8.0,0,54,45,79,1,0,17,5,Spring,192872.0
SPACE MAN,Sam Ryder,1,1329,0,54682594.0,42,51,32.0,0,0.0,80,11.0,0,47,33,83,18,0,10,5,Winter,359898.0
With you,"HA SUNG WOON, Jimin",2,343,2,240580042.0,4,35,11.0,1,1.0,150,3.0,0,53,14,43,64,0,13,3,Spring,12484102.0
Iris,The Goo Goo Dolls,1,13101,9,1284942608.0,137,5,582.0,0,0.0,156,11.0,1,32,49,72,0,0,9,4,Spring,2651162.0
The Heart Part 5,Kendrick Lamar,1,2939,0,71423324.0,29,0,30.0,0,0.0,98,8.0,1,76,79,81,18,0,6,34,Spring,25955855.0
San Lucas,Kevin Kaarl,1,407,1,244891912.0,5,0,5.0,0,0.0,92,7.0,0,58,27,36,86,0,9,3,Fall,6182170.0
This Love (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,1,1492,0,132171975.0,26,2,15.0,0,2.0,144,4.0,0,47,7,50,32,0,7,4,Spring,92699744.0
Good Looking,Suki Waterhouse,1,2264,0,184706613.0,11,6,25.0,0,1.0,150,4.0,0,37,27,56,8,0,13,3,Fall,458111.0
Flowers,Lauren Spencer Smith,1,801,0,184826429.0,42,9,24.0,1,1.0,138,3.0,0,70,31,44,84,0,9,39,Summer,1218319.0
Yet To Come,BTS,1,829,0,302006641.0,32,110,26.0,0,0.0,172,1.0,0,56,68,89,4,0,33,19,Summer,71014264.0
Run BTS,BTS,1,736,0,330881149.0,5,132,17.0,0,3.0,77,8.0,0,72,70,82,2,0,4,17,Summer,71014264.0
Music For a Sushi Restaurant,Harry Styles,1,4449,1,334733572.0,80,11,66.0,0,1.0,107,11.0,0,72,36,72,26,6,11,4,Spring,30156319.0
Matilda,Harry Styles,1,3218,3,366214458.0,29,10,79.0,0,0.0,114,2.0,0,51,39,29,90,0,10,4,Spring,30156319.0
For Youth,BTS,1,327,0,114546317.0,5,40,12.0,0,0.0,117,2.0,0,63,29,51,43,0,25,4,Summer,71014264.0
Daylight,Harry Styles,1,2775,0,290833204.0,21,11,40.0,0,0.0,146,-1.0,0,69,63,45,48,0,18,4,Spring,30156319.0
Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,1,4576,0,448500832.0,79,13,93.0,0,17.0,160,8.0,1,80,74,60,8,0,14,26,Spring,27270163.0
Cash In Cash Out,"Pharrell Williams, Tyler, The Creator, 21 Savage",4,2313,0,136676504.0,34,0,29.0,0,0.0,120,7.0,0,88,15,56,1,0,8,6,Summer,12484102.0
Potion (with Dua Lipa & Young Thug),"Calvin Harris, Dua Lipa, Young Thug",3,3983,0,190625045.0,73,45,119.0,0,0.0,100,11.0,1,82,76,70,16,0,8,5,Spring,12484102.0
Born Singer,BTS,1,279,0,79095270.0,0,18,6.0,0,0.0,158,8.0,1,60,68,84,4,0,24,11,Summer,71014264.0
Little Freak,Harry Styles,1,2302,0,273194684.0,20,3,39.0,0,0.0,142,3.0,0,56,40,54,72,0,10,4,Spring,30156319.0
La Llevo Al Cielo (Ft. ï¿½ï¿½engo F,"Nengo Flow, Anuel Aa, Chris Jedi, Chencho Corleone",4,3559,3,333146475.0,36,1,31.0,0,1.0,170,9.0,1,80,77,85,11,0,17,14,Spring,12484102.0
True Love,"Kanye West, XXXTENTACION",2,2129,0,194902696.0,23,1,44.0,1,0.0,84,5.0,1,71,39,86,2,0,51,25,Spring,12484102.0
Satellite,Harry Styles,1,3291,5,311482393.0,43,28,79.0,0,208.0,139,-1.0,0,58,30,46,14,0,9,3,Spring,30156319.0
Pass The Dutchie,Musical Youth,1,5328,0,195918494.0,54,76,900.0,0,0.0,151,7.0,0,73,88,67,20,0,32,5,Winter,75379.0
"Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap, Villano Antillano",2,1401,0,248511839.0,26,16,17.0,0,1.0,128,1.0,1,82,42,75,6,0,63,6,Summer,12484102.0
Love Of My Life,Harry Styles,1,1933,0,233671263.0,13,2,31.0,0,0.0,118,7.0,0,56,20,54,67,0,6,5,Spring,30156319.0
